R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29
2,2,1,2,1,2,3,2,1,2,1,3,1,1,3,2,1,2,1,1,2,2,4,2,3,1,2,4,2
1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,2,2,1,2,3,1,2,2,3,2,3,2,2,1,2,2,1,3,2,3,1,1,2,2,2,2
3,4,2,5,5,4,4,1,3,4,4,4,4,2,3,5,3,3,4,4,2,4,5,4,5,5,4,4,4
2,2,3,2,3,3,2,2,3,3,3,2,3,2,3,3,2,3,2,2,3,2,2,2,3,4,3,2,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
1,2,1,3,2,1,2,2,1,1,1,2,1,4,2,2,1,2,1,1,1,2,1,1,4,4,2,3,3
1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1
1,1,1,2,1,2,2,2,1,2,1,2,2,2,2,1,1,2,1,1,1,1,2,2,1,2,1,1,1
1,2,1,2,1,1,2,1,2,1,1,1,1,2,1,2,1,2,1,1,2,2,3,1,1,1,2,2,1
1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,3,4,3,1,1,1
1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,1,2,1,1,1,2,3,2,3,2,2,2,1
2,3,2,3,1,1,3,4,3,1,1,2,1,2,1,2,1,1,1,1,2,3,2,2,3,2,2,3,2
3,2,2,4,2,2,4,3,3,4,2,3,3,4,3,4,2,4,3,2,2,4,3,3,2,3,4,4,4
4,3,3,3,3,3,4,1,2,4,5,4,4,4,4,4,3,5,3,4,2,4,3,4,2,3,3,5,3
1,1,2,3,2,2,2,2,1,2,1,3,2,2,2,2,2,2,2,2,3,2,3,2,3,2,2,2,1
2,1,2,1,1,1,3,1,2,1,1,2,2,1,1,2,1,2,1,1,1,1,1,1,3,3,1,1,1
1,1,1,2,3,3,1,1,1,1,3,3,2,3,2,1,1,2,2,1,2,2,3,1,3,2,2,3,1
1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,3,3,2,2,2,1
1,1,1,1,1,1,2,1,1,1,1,3,1,1,2,2,1,3,1,1,1,1,2,2,1,1,2,1,1
3,3,4,3,4,4,3,2,3,3,3,3,4,4,3,4,3,3,3,3,2,3,3,3,4,4,3,3,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,3,3,3,3,2,4,3,4,3,3,4,3,3,3,3,2,4,2,2,3,4,3,3,4,4,4,4,3
2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2,1,1,1,1,4,2,2,1,2,2,1,2,1
1,2,2,2,1,3,2,3,1,1,2,1,2,1,1,2,1,1,1,1,1,3,2,2,1,1,1,2,1
1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,2,2,3,1,3,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,4,4,2,3,3,2,3,4,4,1,3,3,3,2,4,2,4,2,3,4,3,3,3,3,3,3
2,1,1,1,1,2,1,2,1,1,2,3,1,2,1,2,1,2,2,1,3,2,2,2,4,2,2,2,1
1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1
4,5,3,4,1,4,4,3,5,5,4,4,5,3,5,5,5,5,3,4,2,4,4,5,3,3,4,4,5
2,2,2,2,2,2,3,1,3,2,2,3,2,3,1,3,1,3,2,1,2,2,4,2,3,3,3,3,2
1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
1,2,1,3,2,1,3,1,1,2,4,4,1,4,1,3,2,1,1,1,3,2,4,1,2,2,3,2,1
1,1,1,2,1,2,2,1,2,1,2,3,2,2,2,2,1,2,1,1,4,3,3,3,3,2,2,2,2
1,3,2,3,3,3,3,2,1,3,2,3,1,3,1,3,2,2,3,1,1,3,3,1,5,4,2,3,3
3,3,3,4,1,2,2,3,1,3,5,3,1,4,5,3,2,2,2,3,1,3,2,3,2,4,3,2,2
1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,2,1,1
1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1
1,1,1,2,3,4,2,1,3,1,1,2,1,4,1,3,1,1,2,1,1,2,1,1,2,3,2,1,1
2,2,1,2,1,1,3,2,2,1,3,2,4,2,3,4,1,2,2,3,1,3,3,3,4,3,3,2,1
1,1,1,2,1,1,2,1,1,1,2,3,4,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1
1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,2,1,1,1,2,2,2,1
3,2,3,5,2,2,5,3,5,3,5,5,5,3,5,5,1,5,4,4,3,5,4,5,1,4,5,5,4
1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1
1,1,1,4,1,1,3,1,1,1,1,3,1,1,1,4,1,1,3,2,1,1,3,2,1,2,3,3,1
1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,2,1
1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1
1,2,2,3,2,1,2,2,3,2,2,2,1,1,2,2,1,3,1,2,2,3,3,2,2,2,2,3,1
1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,4,1,1,2,2,1,1,1,1,1,2,2
1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1
1,3,1,2,1,2,3,3,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,3,3,2,2,2
2,3,1,4,1,1,4,4,3,1,2,3,2,3,2,3,1,1,3,3,2,4,3,4,4,3,3,3,2
1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,3,3,1,2,2
1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,1,1,2,1
2,1,1,2,1,2,2,1,1,1,2,2,1,2,1,2,1,1,1,2,1,2,2,2,3,2,1,2,1
1,1,1,1,1,1,1,1,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
1,3,1,1,1,5,3,1,1,1,1,2,1,1,1,5,1,2,1,5,3,1,1,5,1,3,1,3,1
1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1
3,3,2,3,3,3,3,2,1,3,2,2,3,2,2,4,3,3,2,3,2,3,2,3,3,3,3,4,3
1,1,1,3,3,1,2,1,1,1,3,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1
1,1,1,3,2,1,2,1,3,1,1,2,2,2,1,2,1,2,1,2,1,1,2,1,2,2,1,1,3
3,2,3,3,3,3,4,2,4,2,2,3,3,3,2,3,2,4,3,2,2,3,4,2,4,3,3,3,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,2,1
2,1,1,1,1,1,1,1,1,1,5,3,3,3,1,2,1,2,1,2,2,2,2,2,3,3,1,2,1
1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,2,1,4,1,1,1,1,3,1
2,2,1,2,1,2,3,2,2,3,4,3,1,3,2,2,1,3,2,2,1,2,3,2,4,4,2,2,2
1,1,2,4,3,3,3,3,5,2,2,4,3,3,4,3,1,3,4,3,3,2,4,3,5,3,3,3,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,2,2,2,3,4,1,3,3,3,2,2,3,2,4,3,4,2,3,3,3,3,3,3,3,3,4,2
2,3,1,2,3,1,3,2,2,1,3,2,2,2,1,3,1,3,2,3,1,2,5,2,3,3,3,2,2
1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,2,1,1,1,1,3,1,1,1,1,1,2,3,1
2,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,3,2,3,1,2
3,4,3,4,3,4,3,2,3,3,3,3,4,2,3,4,2,3,3,3,3,4,3,3,3,4,4,4,4
3,3,1,3,1,3,3,2,4,2,2,3,2,3,3,3,2,4,2,3,1,3,3,3,2,3,3,3,2
1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1
1,1,1,3,3,1,1,3,1,2,3,2,1,1,1,3,1,1,2,1,2,1,1,4,4,4,1,3,2
2,2,2,2,1,2,3,1,2,1,2,2,1,1,2,2,1,4,1,2,2,3,4,1,3,3,4,3,3
2,3,3,3,3,3,2,3,2,3,2,2,3,3,3,3,3,2,2,3,2,3,2,2,3,3,3,3,3
1,1,1,2,2,1,3,2,4,1,1,4,1,4,1,3,1,2,4,1,3,2,3,3,2,3,3,4,3
1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,4,3,1,1,1
1,1,1,2,1,1,3,3,3,2,2,2,4,4,1,2,1,2,1,1,2,3,2,2,4,4,3,4,2
2,1,1,2,1,1,2,2,1,1,2,3,3,2,2,2,1,3,1,3,2,1,1,1,1,2,1,2,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
3,2,1,3,1,2,3,1,4,1,4,3,3,1,3,1,2,2,1,1,3,3,3,2,3,3,4,4,3
3,2,3,3,1,1,2,3,1,1,1,3,2,1,1,3,1,2,2,1,1,3,1,1,1,1,3,1,1
1,1,2,4,3,3,3,1,1,3,1,1,5,3,3,3,1,3,1,1,3,3,2,3,1,1,4,3,3
1,1,1,1,1,1,1,2,1,1,1,4,1,3,1,1,1,2,1,1,1,1,1,1,3,1,1,3,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,1,3,1,1,2,1,1,1,1,3,2,4,1,3,1,2,2,3,2,3,3,1,3,4,3,4,2
1,2,3,3,2,1,2,3,3,1,2,2,2,3,1,2,1,2,1,1,1,3,2,2,3,3,2,3,2
4,4,4,4,3,3,4,2,2,3,4,4,3,2,4,4,3,5,2,4,1,4,4,4,4,4,4,4,3
1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,1,3,2,1,2,1
1,2,1,2,1,2,3,1,1,1,1,1,1,2,1,3,1,2,1,1,1,3,3,3,2,1,3,3,1
1,2,1,3,1,1,4,1,1,2,2,2,4,2,2,4,1,4,1,3,2,3,3,2,2,3,1,3,4
2,2,3,3,3,3,4,3,2,3,2,3,4,2,2,4,1,3,3,3,1,2,3,3,2,4,3,3,2
1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,3,1,2,1,2,2,1,1,2,1,1,1
1,1,1,1,1,3,2,1,1,1,2,3,1,3,1,2,1,1,1,2,2,2,2,1,5,4,1,3,1
1,1,1,2,1,1,3,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,3,5,3,1,1,2
1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1
2,2,2,1,3,2,2,2,1,3,2,3,2,2,1,3,1,3,1,3,1,2,3,1,4,2,3,4,2
1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1
1,1,1,1,1,2,1,4,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,4,3,2,1,1
2,3,3,3,2,2,2,3,3,2,2,2,2,3,2,3,2,2,2,3,4,3,2,2,5,3,2,3,2
1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,2,2,1,1
1,1,1,3,1,1,3,1,1,1,1,2,1,1,3,2,1,3,1,1,1,1,2,1,2,1,3,1,1
1,1,1,2,1,1,1,3,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,3,1,2,3,1
1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1
2,2,1,3,1,1,2,1,1,3,2,3,1,1,1,2,1,3,1,1,1,2,2,1,3,3,2,1,1
1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,3,1,2,1,3,1,1,2,1,1,2,1
3,3,4,3,3,4,3,3,3,3,3,3,3,4,4,4,3,4,3,3,4,3,4,4,4,4,3,3,3
1,2,1,2,1,1,2,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1
1,1,1,1,1,1,4,1,1,1,1,1,1,1,3,4,1,3,1,1,1,1,1,2,2,1,1,3,1
1,1,1,1,2,2,1,3,2,1,1,2,1,1,1,2,1,2,1,3,2,1,3,2,3,2,1,2,2
1,1,1,2,1,1,1,1,3,1,1,2,1,2,2,2,1,3,1,1,1,2,1,1,1,1,1,3,1
2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,2,3,2,1,2,2,2,1
1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,3,2,3,3,1
2,2,1,2,1,1,2,2,3,2,2,2,3,2,2,2,2,2,2,2,1,1,2,3,4,2,1,2,1
1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,3,1,1,1,1,2,1,2,1,2,1,1
3,3,3,3,3,4,3,3,3,3,4,3,4,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3
1,1,1,1,1,1,3,2,3,1,3,2,3,3,1,1,1,2,1,1,1,1,2,1,1,2,2,2,3
1,2,2,2,1,2,2,1,2,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,2,1,1,2,2,1,1
1,1,1,2,2,1,2,1,3,1,1,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2
2,2,1,4,3,3,3,2,2,2,2,2,3,2,2,2,1,3,1,4,1,3,2,2,2,4,2,4,2
1,2,1,1,3,1,1,3,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,3,2,2,2,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,1,1,1
1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1
3,2,2,3,2,2,3,2,4,1,3,3,4,3,2,3,1,4,1,2,3,2,2,3,3,2,3,3,3
1,1,1,2,1,2,3,1,2,1,1,2,2,2,1,1,1,3,1,1,1,1,2,2,4,4,2,2,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
1,2,1,2,1,1,2,2,2,1,3,3,1,1,2,2,1,2,1,2,1,2,2,2,3,2,2,2,2
1,1,1,2,1,1,2,1,1,1,1,2,2,2,2,3,1,3,2,2,1,2,2,2,2,2,2,3,1
1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1
1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,1,2,1
2,2,2,3,3,4,4,2,4,1,2,3,3,3,1,4,2,3,3,2,1,3,3,2,3,3,3,4,3
1,1,1,3,1,1,3,1,1,1,1,3,4,3,1,3,1,3,2,1,3,2,4,3,4,4,2,3,2
1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
1,1,1,2,1,1,3,1,1,1,2,1,1,2,1,2,1,2,1,1,1,2,2,2,2,2,1,1,1
1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1
1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,4,1,1,1,1,1,2,2,2,1,2,1
1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,3,1,1,1,2,3,1,1,1,2,2,1
1,1,2,1,1,3,2,3,3,1,2,2,3,2,1,4,1,2,3,3,1,3,1,3,4,3,3,3,3
2,1,1,1,1,1,3,1,1,1,2,2,3,2,1,2,1,1,2,2,3,2,1,2,3,1,2,2,1
1,1,2,1,1,1,1,3,1,1,1,2,4,1,1,3,1,4,1,3,3,2,3,3,3,4,4,4,1
1,2,1,3,1,4,2,3,2,2,2,3,1,1,2,3,2,2,2,2,3,2,2,2,3,2,2,3,1
2,2,3,3,3,3,4,2,1,3,2,5,5,5,2,5,2,5,2,3,1,4,5,3,2,3,5,5,3
1,1,1,1,1,1,2,1,1,1,1,2,4,1,1,2,1,1,1,1,1,1,2,1,2,2,2,2,1
2,1,1,2,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,1,1,1
3,1,3,4,2,3,2,1,4,3,3,5,4,2,3,3,1,3,4,4,2,3,5,4,5,3,3,3,3
1,1,1,2,1,1,3,1,1,2,1,1,2,3,1,2,1,2,1,2,2,2,1,2,3,4,2,3,3
1,1,2,1,1,1,3,1,1,1,1,2,1,1,2,3,1,2,1,1,1,1,2,1,3,3,2,2,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
3,1,2,3,1,4,4,4,1,2,1,5,4,3,3,3,2,1,2,3,1,2,3,4,5,4,3,4,4
1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1
3,1,2,3,2,3,3,3,3,3,1,2,3,2,3,4,1,3,2,2,3,3,2,4,4,3,3,3,3
1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,3,1,3,3,3,4,1,2,3,4,2,4,3,4,3,3,4,2,4,2,3,2,4,4,4,3,3,2
1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,2,1,1,1,1,3,1,2,1,2,2,1,2,1,3,1,1,1,1,1,2,2,3,3,2,2,3,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
1,1,1,2,2,1,3,3,1,2,1,3,1,3,2,3,1,3,1,2,4,3,2,2,3,3,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,2,1,3,2,2,2,3,3,2,1,2,4,3,3,3,1,3,2,2,3,2,3,4,4,3,3,3,2
1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,3,1,2,1,1,1,1,1,1,2,3,1,1,1
3,2,3,3,2,2,3,3,3,2,2,3,3,2,2,3,2,3,2,2,2,2,1,3,3,2,3,3,2
3,3,3,3,2,4,4,1,2,3,3,2,2,2,3,4,3,4,2,3,1,3,3,3,2,3,3,4,3
1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1
1,1,1,1,1,2,1,5,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,3,2,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,4,1,1,1,1,3,1,3,1,3,1,1,1,1,1,1,3,1,1,4,3,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
2,2,2,2,2,2,3,2,3,1,2,2,3,2,2,2,1,3,2,2,1,3,2,2,3,3,2,3,2
1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1
2,1,1,3,3,1,2,3,2,2,2,1,1,2,2,2,1,2,2,3,3,2,2,3,2,3,3,3,2
1,1,1,1,1,1,2,1,1,1,1,2,1,3,1,1,1,3,1,1,3,1,3,1,3,1,1,2,1
2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2
